bin,DPPC,W,CHOL,Tail,Gli,Fosf,ZNPC,Lipid,DPPC_smooth,W_smooth,CHOL_smooth,Tail_smooth,Gli_smooth,Fosf_smooth,ZNPC_smooth,Lipid_smooth
-47.641554715718556,0.0,0.9591259668354939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9587118796759035,0.0,0.0,0.0,0.0,0.0,0.0
-47.141554715718556,0.0,0.9592934610377063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9588329666151661,0.0,0.0,0.0,0.0,0.0,0.0
-46.641554715718556,0.0,0.9583267541610175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9588871971258742,0.0,0.0,0.0,0.0,0.0,0.0
-46.141554715718556,0.0,0.9581748829320635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9587724884986407,0.0,0.0,0.0,0.0,0.0,0.0
-45.641554715718556,0.0,0.9593501210358416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9588542372004246,0.0,0.0,0.0,0.0,0.0,0.0
-45.141554715718556,0.0,0.9591087573549528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9588507953043163,0.0,0.0,0.0,0.0,0.0,0.0
-44.641554715718556,0.0,0.9585166467167217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9586954324401195,0.0,0.0,0.0,0.0,0.0,0.0
-44.141554715718556,0.0,0.9582015560586796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9586703928196518,0.0,0.0,0.0,0.0,0.0,0.0
-43.641554715718556,0.0,0.9587785983896244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.958791135911164,0.0,0.0,0.0,0.0,0.0,0.0
-43.141554715718556,0.0,0.9586217351037662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9586454587247489,0.0,0.0,0.0,0.0,0.0,0.0
-42.641554715718556,0.0,0.9595749176514895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9587386907840563,0.0,0.0,0.0,0.0,0.0,0.0
-42.141554715718556,0.0,0.9588698742524228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9588093362911966,0.0,0.0,0.0,0.0,0.0,0.0
-41.641554715718556,0.0,0.9573983013090152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9586486853412636,0.0,0.0,0.0,0.0,0.0,0.0
-41.141554715718556,0.0,0.9590091395580426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9586947935749471,0.0,0.0,0.0,0.0,0.0,0.0
-40.641554715718556,0.0,0.957949257687808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9585602980917555,0.0,0.0,0.0,0.0,0.0,0.0
-40.141554715718556,0.0,0.958378470189089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9583210085992755,0.0,0.0,0.0,0.0,0.0,0.0
-39.641554715718556,0.0,0.9581683680330645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9581807073554038,0.0,0.0,0.0,0.0,0.0,0.0
-39.141554715718556,0.0,0.9607526845019067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9588515839939822,0.0,0.0,0.0,0.0,0.0,0.0
-38.641554715718556,0.0,0.9570694009871062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9584636362797948,0.0,0.0,0.0,0.0,0.0,0.0
-38.141554715718556,0.0,0.9578278335877561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9584393514597845,0.0,0.0,0.0,0.0,0.0,0.0
-37.641554715718556,0.0,0.9581850410420404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9584006656303747,0.0,0.0,0.0,0.0,0.0,0.0
-37.141554715718556,0.0,0.9590398014408887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9585749523119397,0.0,0.0,0.0,0.0,0.0,0.0
-36.641554715718556,0.0,0.9584270672667027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9581098288648988,0.0,0.0,0.0,0.0,0.0,0.0
-36.141554715718556,0.0,0.9583558767785484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9583671240231872,0.0,0.0,0.0,0.0,0.0,0.0
-35.641554715718556,0.0,0.9588775526289138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9585770678314187,0.0,0.0,0.0,0.0,0.0,0.0
-35.141554715718556,0.0,0.9579374206774658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9585275437585039,0.0,0.0,0.0,0.0,0.0,0.0
-34.641554715718556,0.0,0.9577299641646926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9582655763032646,0.0,0.0,0.0,0.0,0.0,0.0
-34.141554715718556,0.0,0.9588383535859322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9583478335671105,0.0,0.0,0.0,0.0,0.0,0.0
-33.641554715718556,6.695424164011e-07,0.9571590969896935,0.0,0.0,0.0,0.0,0.0,6.695424164011e-07,1.3390848328022e-07,0.9581084776093396,0.0,0.0,0.0,0.0,0.0,1.3390848328022e-07
-33.141554715718556,3.3477120820055e-06,0.9599179672805954,0.0,0.0,0.0,0.0,0.0,3.3477120820055e-06,8.034508996813199e-07,0.958316560539676,0.0,0.0,0.0,0.0,0.0,8.034508996813199e-07
-32.641554715718556,2.0040479963611354e-05,0.9584087032277568,0.0,0.0,0.0,0.0,0.0,2.0040479963611354e-05,4.811546892403591e-06,0.9584108170497341,0.0,0.0,0.0,0.0,0.0,4.811546892403591e-06
-32.141554715718556,8.150100468724761e-05,0.9579537840108908,0.0,0.0,0.0,0.0,0.0,8.150100468724761e-05,2.111174782985311e-05,0.9584555810189738,0.0,0.0,0.0,0.0,0.0,2.111174782985311e-05
