frames_z,transf_z_angle_deg,angles_2
285,72.52401694505062,56.14305640263832
286,66.58992780951473,52.776539387083176
287,60.51438570645215,61.16107953448652
288,71.17220875468682,59.07116660085626
289,64.76035323481233,58.18783270831693
290,75.49501504177171,53.52261245314577
291,68.48303250991951,55.84164915142821
292,76.05308356493157,49.33508060947952
293,73.9261669335316,56.5666557133122
294,74.67245954382254,61.53165493913835
295,71.10078327016056,69.58204150461347
296,71.89170200109332,69.29023132672836
297,69.91091136870546,75.41350550981532
298,70.50554750145842,69.65606514775773
299,79.66562763853842,58.958599659036864
300,83.20778190764199,69.4462938714464
301,71.54963839275395,79.44506654191528
302,77.15846134863547,76.12006298266824
303,70.91822100772691,65.87242750955848
304,89.16262980301504,63.63124838518301
305,87.12348304267472,58.10925593357511
306,82.88188489961215,59.65941656331047
307,70.72524883981437,72.16996580173338
308,84.03122890940897,67.65861950484135
309,75.28242752845398,62.14725556387201
310,83.84247868689646,69.89158627108009
311,82.40131765969707,64.1745701369233
312,77.64923428325058,61.89536412964608
313,77.86490005814706,63.944686683827655
314,68.78841595760895,68.73688605810005
315,70.78215260679039,67.21634425654493
316,76.94645408944692,67.80193275064681
317,79.88198690302119,68.06166429014357
318,90.0,57.81192262402375
319,76.59237199285086,68.98010978315392
320,76.77103460997037,72.46834148695628
321,72.84919157481292,75.80153678339082
322,69.33458185199571,79.93983015199896
323,77.29025970503444,71.88496336457665
324,79.41858256833987,75.92643434425257
325,82.5821903331478,72.16662410637683
326,77.20364887046696,83.9870389333932
327,86.43984079911459,77.25886910443522
328,88.41658213354775,76.96451071293903
329,88.58759512609494,77.86955914076896
330,82.87124920046499,73.49222908009025
331,87.51989631287698,74.22234452938598
332,80.15293904616566,79.90161454775117
333,86.0864213876926,72.88284518045263
334,83.5568663950357,88.43802721640004
335,88.74755246402974,78.86269027937475
336,77.35452715051598,75.51214084100835
337,76.30692106664478,87.57904205990566
338,75.3623815497717,75.92768685582404
339,78.42876402268679,83.09398706510248
340,72.39079523466616,81.96052105786997
341,69.8440179484323,74.69249969461193
342,76.25146731985112,77.16030729118667
343,69.90507847144701,80.11107303246939
344,68.16683394973609,85.12371287525977
345,84.39858836731085,88.96147188800701
346,84.78622683971602,80.23859585896581
347,86.83944452600204,82.4572624770468
348,85.53394515309957,78.71200790096763
349,77.6217416790641,83.48602554907085
350,81.25406667070524,68.28258486118405
351,70.46914650582497,68.71351163897555
352,66.19298089775087,75.63435852333025
353,73.79099920402699,77.94321299781171
354,69.70248002066447,89.98644785318477
355,46.50747689281344,77.96895485243796
356,43.19309931472309,83.51000691384668
357,41.91780347973028,78.00152868595042
358,61.83177271603715,89.73853342128518
359,53.74525402179274,80.74533488261878
360,66.29510876348915,82.71610309379535
361,69.64479192347406,82.13357980399957
362,64.00390636169715,81.32794159632556
363,69.845005529567,82.90101583273271
364,65.56159939706757,82.06808607774461
365,67.20922432633468,78.21649180650668
366,52.889244074525365,79.8429243289121
367,61.77675913278594,68.56583105632376
368,69.46674416139156,68.67903143580831
369,54.13312230707246,76.01288117216751
370,62.49210083288463,88.51244009303424
371,66.57941230479979,73.02990853220064
372,79.82590112690006,66.07300305984637
373,79.31213246100484,63.27685267472303
374,64.90287529153407,59.96907094537613
375,73.13876708371191,57.01909875263021
376,72.61565079222778,71.95991575283557
377,76.00409988984586,58.71271036623212
378,67.97672849241803,62.0477873834259
379,81.09784168207295,63.42619180836823
380,79.46921989257964,65.99755893561385
381,75.33633565852178,64.34062252576562
382,74.42535308829915,62.81820890080512
383,58.07783041422922,68.48747479007265
384,61.42474290330157,75.93169871949539
385,69.6535368011612,57.4411598013842
386,79.0208426848551,69.21776518304259
387,75.10936987220026,54.63497741465439
388,61.39071892482264,77.24313548301603
389,65.52976998347147,78.69719922687152
390,64.50483198433298,71.41986465736957
391,58.702766245423554,65.08410575670523
392,54.87985059823441,61.233361823500246
393,65.99985383334575,57.028738715217074
394,66.56667122958976,49.20241630683009
395,62.49783882616149,62.74468938708772
396,73.97261511395165,59.14859341246995
397,71.12528961341582,56.96765696325349
398,83.12804178493225,59.77653892115738
399,88.23438902487648,73.46046311566842
400,79.3616275485915,62.23635354917903
401,82.24825970453972,71.55412908699239
402,79.78833368159856,85.48436239007391
403,71.84490841695879,82.42559232729522
404,83.86577836629678,74.17283983547235
405,71.72454514993142,68.72928189991173
406,66.18743297627519,78.70005323623973
407,61.87720118800178,74.11852262876468
408,58.3437317077909,82.35556556199084
409,65.9465188026399,83.37595627137048
410,60.853749846388354,72.73957425210212
411,69.29909944083305,77.77126028331443
412,74.68077098390364,72.4118335004382
413,86.74885698843497,83.18937747413813
414,74.43500216488508,89.48785743197898
415,85.4413878865632,87.51016188445978
416,81.2424566776223,85.69088003211202
417,72.2456032783734,88.93033973960873
418,69.92105888271432,84.95702247260287
419,78.02407084302384,83.44428270962202
420,89.66357284980296,85.15926111202549
421,89.33497671323312,88.65473275535543
422,83.67421623600436,77.56000896480963
423,87.65076859896539,82.31742492780931
424,87.91714551723508,88.06992320338786
425,83.88820924629272,84.729378771558
426,83.54364142233058,81.25399227307165
427,88.42196690374726,86.57277382229934
428,83.6320966891169,78.28752387998946
429,88.74596184133777,76.03163641460054
430,87.07233955429155,87.84902594400715
431,83.40031574640615,83.40847008681479
432,76.72385261841983,82.41630236602752
433,89.49696236808565,87.04214185715396
434,88.49066796633619,77.07494216452476
435,88.0004616307231,83.12685778230666
436,81.57405813450255,86.78179699392369
437,87.51897631695392,88.29285401299745
438,78.26651577933646,81.13932516001523
439,72.230463486821,86.31319036412759
440,84.52180723328735,80.34250988816737
441,89.74813046693872,80.76374491003375
442,78.33302508135282,82.3424285606116
443,73.14430759442426,81.41006636587237
444,55.32917178210461,84.89089020219744
445,50.47745700015838,88.76692333596061
446,27.93708053870268,88.95159006045871
447,43.05880247367644,88.08371792398096
448,36.18507351509339,80.25545047447845
449,39.20855898090397,86.94817503134105
450,43.790630491159696,75.57424366114891
451,34.752336907773554,79.56011975829479
452,28.89959377973913,84.44022880471178
453,37.3476230801304,80.51473845261624
454,28.81466888100418,77.73953899102897
455,34.254473465685095,82.45821671400176
456,38.4110351181129,89.77808973401781
457,49.878578759348486,67.51399452017935
458,60.152435290120856,74.77946979462553
459,72.26491612489242,83.39756391434426
460,89.75007248959604,73.0719151271465
461,88.14083616205615,73.13416162320996
462,86.3931065842364,85.07612248539844
463,83.55648210390774,81.74874722979389
464,69.59119806904688,88.55531623555555
465,76.59636522901643,72.765447618418
466,86.43032515942076,74.42903346804034
467,84.65612772019902,64.95021414557566
468,79.16868210079477,60.48350669015473
469,77.27783956389347,66.75640950323911
470,72.51894122793443,65.07862861865722
471,79.2177186074594,64.84730040156751
472,74.15977366434775,65.7115546280301
473,79.8143584947027,80.32010537008765
474,75.1722220675098,82.47427393293556
475,87.57226238681751,79.25565135821198
476,82.04597428772927,85.28539152068014
477,74.24267153941678,72.96464863700155
478,84.86534852237412,74.06618852286007
479,85.83886308821589,76.50269921376757
480,90.0,83.86638561502792
481,77.47006165968142,89.97575879913619
482,72.31453038631162,81.14003543785861
483,82.99415104265923,69.03336692708761
484,80.11277726207422,81.74527224221559
485,82.74856438047227,83.62191881149488
486,84.2650223821669,86.69819123070276
487,78.69834223946481,87.97836855712411
488,89.74998992432526,86.63738597172367
489,83.06818311349751,81.90277823414938
490,89.24400377697913,83.26577173365563
491,83.33521079668644,82.51649353310239
492,86.58313344018238,78.78304306179075
493,84.36997935530398,81.15484467764001
494,65.43488868937197,88.27692250303741
495,59.45533097104728,89.0211354750889
496,61.12195755255926,86.10884451965458
497,68.79724501434686,84.50150493287678
498,82.60359397275842,75.58677568476803
499,83.71600869787319,80.58060406173331
500,85.81491136427023,76.91521159786829
501,81.69781262492118,85.74222168810924
502,86.512517573908,78.74316465481837
503,80.689462813505,81.27107733823867
504,78.65217960125972,87.33101867654808
505,57.16518860122831,80.24200306189415
506,45.37545118898804,89.64788653747387
507,51.39497877084285,88.3335848202191
508,60.79107860022773,89.09039745317395
509,83.88596129204983,80.34113113838204
510,83.53671243712466,87.44557665460486
511,55.955066468318606,86.37561339856285
512,77.92849776102234,83.87072541295693
513,83.39381259304767,75.462482048637
514,87.78147483554055,83.87895238454377
515,85.2099964510821,89.85012641553084
516,86.91171627293043,81.90093361821806
517,87.91028801371316,80.46094013632813
518,81.02676514248817,84.91842735345129
519,84.51625052267623,86.23209002790641
520,83.15126708128246,80.35916356202193
521,88.75088917721911,88.87289529520643
522,85.64898800394029,87.07978964795409
523,70.52694030374168,86.91588941082806
524,76.37303077566679,84.41761866747983
525,73.24594534672808,87.86748440478854
526,66.99101124872324,85.21770381976786
527,61.356853138257286,86.53564865845685
528,84.00992157580815,87.13077355106381
529,74.3208360472721,85.9858831000397
530,74.22429958129194,81.32371488283646
531,70.60440233906387,79.24818735266425
532,77.12788933422046,77.16547018375168
533,74.14750798698499,80.42868010565832
534,82.78165070995911,84.68948229265298
535,81.0907937169692,77.41088204176323
536,89.25582765841108,79.69155880786542
537,83.49740887441749,83.4567798454858
538,79.86714414665174,79.62000040172212
539,80.71712359398902,86.90574635479956
540,75.15305906760527,79.16444380141503
541,89.16706571640238,81.42917769473917
542,84.17863316087144,81.04904817604825
543,80.20444305985077,84.57400062889417
544,79.27795210126347,89.67938540515965
545,80.41916385249039,76.59006858301449
546,79.63269891067121,77.43368283630979
547,72.53611955031029,73.87571000418076
548,85.31437474496057,83.3262804540134
549,78.69311698591211,75.28362011228809
550,85.09591369419934,85.19524015735219
551,66.63660815009354,83.09918538679403
552,66.14309510289355,82.98491442107947
553,86.41282963852784,88.61792607358068
554,84.9160152500769,84.22018827521902
555,86.6730949564045,86.7984373223602
556,83.10902036710574,87.9518746214159
557,89.91556656169278,87.7852642529355
558,85.00636837575746,85.06760105847461
559,62.75691424893793,83.01319995296681
560,72.46189072616016,84.20571176145329
561,64.9383711141808,88.61582560531072
562,51.937042188602256,87.916553888522
563,55.25998333561784,83.06542344063783
564,57.779724570687215,80.30212888395236
565,51.467112331762245,75.89337981517228
566,36.64837432203661,87.19986926576199
567,52.93314996060815,67.58621593200057
568,38.99163393948172,75.0197258684359
569,40.73318516911112,78.2638814016967
570,50.26126423399498,78.80799636324514
571,55.550636604398925,70.07377043946538
572,52.8731859726222,86.86880028591628
573,59.95592045040089,88.4836371075067
574,62.89522344679976,87.74790226996231
575,62.47732709354707,74.83121601616826
576,54.98786982316647,73.97210726052887
577,52.86901754895543,80.57329272550939
578,56.13663135244356,83.42725225795411
579,74.77609495085161,89.95284938790357
580,61.37558789935951,86.20084082480435
581,63.92130494018592,84.94634645415682
582,76.20557928355416,87.72390615807826
583,85.04726215321105,78.65933084759821
584,84.06791007042214,82.135813801591
585,71.02123475389665,78.60657266249987
586,84.67044193636303,84.93061280546559
587,89.00040216743442,78.59818629164025
588,85.84858430619386,84.93865902912948
589,85.07450533409603,86.29431814090863
590,86.8343209059448,83.50857621020228
591,87.26673244578906,87.90285750252282
592,85.52614790143937,88.88960021314408
593,80.32244450621485,84.60304011190784
594,81.63250452748095,75.74427586685435
595,81.7935099706228,81.89318337934446
596,76.24622776433382,83.59607498366624
597,83.12925894118405,61.53434710456412
598,88.16634909847669,66.9515125596868
599,85.53981641229014,65.30737367503241
600,76.92829550113811,62.19589563831485
601,75.41135871813384,51.95303044628366
602,64.48453127761496,56.36981995177428
603,62.230025939984266,64.06762334643487
604,81.69997760122578,69.89708134752004
605,89.23446772586026,61.03496899736032
606,83.72842527337752,64.60512018989944
607,78.30495124686112,65.00250715445435
608,70.416990018608,65.50786646181963
609,76.66175609587654,65.36171395463694
610,81.13201621712413,64.68536610502694
611,88.1839983561019,66.9225886953371
612,69.02294802438057,77.73702184728054
613,65.76313914975117,66.95273915790607
614,63.03666810639314,74.89119711471189
615,69.76898881560254,70.58761162244541
616,52.7887392001743,75.3218002079058
617,66.70423220342515,86.96081400434494
618,67.91646909678212,82.73612642669704
619,50.8006099932619,80.30704858657393
620,43.45432286526796,78.2111986575996
621,35.72868671586192,87.14982639821785
622,46.87132961499745,89.02663094632027
623,39.58756393156901,86.35977011089003
624,39.494027373040325,86.73153850661711
625,50.4553856300923,77.38013165652828
626,39.66583264592668,86.73924821435854
627,47.12233505588955,85.10166597462111
628,45.25353250319985,80.23588861083734
629,39.73167781972835,85.62846477227937
630,44.14453173788572,86.79886060086336
631,44.49790648042643,84.67721714744594
632,46.95796111402336,79.83847904201781
633,39.203398652891785,72.42667189055143
634,41.57434883318147,88.8202942066362
635,42.11058057696172,84.2573018805057
636,38.07029602224974,86.30791420714219
637,48.34980007559764,76.22076582135239
638,49.94925778587312,73.68317830236353
639,50.75113516119691,76.02574350732631
640,49.32258395956073,87.65437463205446
641,51.07779549235433,83.85765954319216
642,55.74865916831328,76.13170049494789
643,48.346649868394366,80.64130261183477
644,36.43010391464468,88.53735548863159
645,35.43952802457007,77.34989908475809
646,46.85019905305533,85.27721796283889
647,42.54036811800762,89.92955589910275
648,76.54591654877682,76.61624115858359
649,89.49934464478395,84.1484053321716
650,79.064538129899,75.31034935111946
651,67.65248743939563,74.70951210923593
652,62.62102177336698,75.07606842540643
653,66.80066117126532,86.24726693887955
654,71.04009710846525,86.27732950186038
655,67.00051178514974,89.82758826279124
656,44.434305270768014,87.7183765887826
657,30.555770820528707,82.8045841131112
658,36.23436085788055,73.94474205499293
659,37.67059741660292,87.83312123114021
660,57.53619662695721,88.04964832940223
661,54.6408591046739,80.85569072446461
662,54.61042341495245,83.13317452997286
663,51.82606926795338,86.41217094505595
664,59.494168642132266,88.96094171416006
665,56.53993594036661,86.1409262686276
666,58.41888926125495,82.839225122905
667,39.3212077488726,83.63292236051545
668,35.651097770191846,69.5676997176206
669,32.39105945087538,81.95340141469678
670,37.07562973671239,83.47599330293163
671,47.52469637419164,77.30899327197223
672,48.98147591315478,86.42088067072042
673,52.57040728949212,82.203065991339
674,47.873789254152726,86.39347146547998
675,45.17192397957967,83.96286612749266
676,44.67910478857177,85.4072339859203
677,47.53954382045543,85.40903653829125
678,46.630024014697405,87.15807356536425
679,43.44382750891768,79.86091561731847
680,45.16845408459768,82.73193661127553
681,35.98171316441362,76.64924486327168
682,45.75581488567584,84.65620402854691
683,56.25881099427205,83.02277946824375
684,44.726244837752425,86.15572100516661
685,39.24306182605113,79.41020337487905
686,48.86995539368849,80.83707879200874
687,50.955913714079415,86.80203668049833
688,69.614257845122,82.92787405307477
689,62.97455568717994,87.15270567944305
690,72.12480045194872,84.7460129429203
691,59.00298730568764,80.43319362911285
692,72.93789922267104,86.52865368907301
693,79.4867929047008,84.11641244825894
694,68.02576069821835,87.452234363038
695,68.81381836343472,80.32005773432108
696,66.91317627770552,75.79251054880936
697,59.332583152073205,86.19591267153088
698,38.54403734280276,85.66375532305877
699,30.784522627657907,88.0516535100145
700,36.32548532560845,81.06824807583241
701,38.954009381183454,88.92554314669623
702,24.075003175125516,86.67850961742514
703,35.859678407873126,84.28762219394126
704,40.207144091300165,83.8536154644636
705,31.5831363743516,89.27438559583955
706,49.62828605545975,80.74718345445584
707,32.33390105643356,85.39615219292338
708,32.27251273829503,87.12873666662979
709,35.9838716822774,82.65063455161784
710,41.73879354146344,78.54233731292807
711,29.81063658527555,83.78399914856654
712,31.08146282217116,75.43895751906945
713,17.714445862417392,88.31695517075106
714,22.68872185512101,73.5437292606812
715,21.43242278781859,72.87173879134939
716,34.7022315212291,81.10082034085275
717,37.70213401026377,76.12683203518593
718,41.666451486849496,87.12097527229109
719,37.49003926957093,89.48550225621692
720,31.331883504191204,74.59885174310406
721,31.670233088862545,79.77164655393308
722,42.69272688944974,78.19102549530368
723,39.346752962495856,75.85898572923247
724,39.32228443844097,79.79347277284423
725,33.301475831379975,89.36439463886568
726,32.95753154818852,85.21329622279502
727,20.67288670498481,85.44882386686821
728,33.027050782971855,80.00686780864463
729,29.940263110350514,83.41989211043698
730,29.97495169555162,82.414846754078
731,31.855881900558085,74.79593724593926
732,26.031216558927387,80.5055455700599
733,35.149940075667054,81.07010794484658
734,35.393034201115256,77.59688346336952
735,32.40113705344881,79.12560133206146
736,37.84166971777135,70.84136378510661
737,43.14261303259748,73.21478212782543
738,43.8266490602029,67.672093727175
739,43.97184689893586,67.64227848611856
740,51.09518873335654,58.62300371281077
741,38.44111278687101,73.5051352386915
742,24.110877642652007,77.7665061325754
743,44.18857018162306,61.06505549355023
744,44.20770336436089,70.46187637930146
745,50.61565426087841,79.79445044551734
746,56.35495126269285,69.10272878424536
747,51.47616863588415,68.89923022421826
748,56.19606743699368,70.54774015685842
749,43.4675356960329,64.03023713943597
750,41.73736287137209,68.067823639863
751,49.8797538654761,69.83362163644294
752,44.31072517296229,64.7399044007175
753,46.79367560845456,69.20710057747343
754,48.4753542777318,66.87857016797807
755,49.85232573286776,67.6968475350583
756,41.22963090500111,64.48729055508491
757,35.279717124500245,64.65460844135184
758,39.23525297037121,61.02644960178221
759,41.13864999482003,66.06011262989556
760,45.353745714147024,73.56925792140983
761,36.80163224137771,83.44215785600547
762,44.21994960551907,79.05467018161615
763,31.3559338401715,80.3757696517169
764,52.87148586255979,74.02086210970593
765,47.67799408215691,66.96891213766395
766,51.497686872013766,61.5441187392177
767,49.3134549676092,63.266796474205215
768,56.08841228761306,62.43534032561949
769,53.63239843468347,70.33867421104505
770,26.816051645332458,73.493808781749
771,36.83260296294733,76.78784217997726
772,44.99672192085411,69.03494684837227
773,32.753713891338926,71.98205514996422
