frames_z,average_z,average_P_down,average_P_up
344,15.000910325483844,17.923820356243922,-18.509535832380376
345,12.176413120367592,17.521293076814693,-17.29781542361041
346,8.537876244747281,17.82546877804281,-17.246668721766902
347,13.598602649777433,17.55126310468264,-18.079508211646807
348,10.985097174550972,16.91361018721759,-17.928843158852317
349,17.17596595518051,17.941304866344097,-18.242094620468798
350,15.73886662609172,16.949943775001156,-18.316191368026466
351,14.143966214410192,18.05358543649044,-17.155702952536576
352,19.754232993492714,17.549616408207246,-17.466567878166334
353,15.361291320235644,17.01595111000398,-18.805735599295865
354,14.992962024830007,17.282361627572268,-17.828922244411785
355,18.325274997287323,17.25117033646644,-18.355801732184233
356,11.344032976362442,17.7740981010291,-17.059589593009505
357,15.102127512947455,17.63545663791831,-19.152387337808115
358,16.545093896254052,16.953395407913103,-18.770471307209355
359,15.43428455080305,16.954891857016687,-17.299994151343714
360,11.893651448763336,17.15237854809499,-18.089167469418037
361,10.93196013878132,17.385013326305366,-18.920698575509977
362,8.500943038042848,16.93040841434956,-17.570809137870913
363,13.051305024520211,17.759683212849335,-18.72392379293199
364,11.441804917132266,17.684961730198932,-20.053549119903693
365,10.912651451266541,18.452135511081856,-18.679002427166417
366,13.8416354786266,18.251535881610817,-18.584512809836895
367,11.815673201831416,17.878229151642074,-18.886610148285477
368,16.41596911030431,18.12323142359301,-19.797881867853725
369,19.370225609673398,18.818361996711666,-19.347077890788
370,15.868361738861587,18.07108524732127,-17.60641754307494
371,13.701001205444335,17.704298775499524,-19.79003634994835
372,9.774919478619687,17.589685964262387,-18.512117668376142
373,10.706832440694171,17.66761484138776,-17.788692240266606
374,14.670833905537926,17.184139445719378,-19.162279263243118
375,14.097654819488525,18.598035518292633,-19.407551247718278
376,14.420891489301411,19.204554670492538,-18.90721124425902
377,13.810510990983346,18.21936053103963,-19.215548470677746
378,9.684141867501395,18.394525683158715,-20.282859308246987
379,12.749629762437607,17.462652345596563,-19.054046980087463
380,11.487716808653715,18.171890364602667,-19.50944803180746
381,11.90015572309494,18.375046778378287,-18.92349614584294
382,13.998166974385576,18.06543680046623,-18.726773861473184
383,10.846365911310372,18.061540219188217,-18.720541770320153
384,10.13192624312181,18.87090538464676,-17.83221410915824
385,13.399137825801454,18.66414504720744,-19.906887633740148
386,9.444121267281332,18.76296226604031,-19.541829683599875
387,7.798101819794752,18.43392451435856,-19.873135324251102
388,14.765553156534828,17.287558122090683,-18.225896467646873
389,15.267635969682175,18.713698349442407,-19.757477804443635
390,8.895469521576501,18.566797173149123,-20.053497995467715
391,18.81396359410779,18.48068800219571,-19.117430699218936
392,12.372148581913542,17.48898411142459,-18.23864235748034
393,16.26309313092913,18.1093125171525,-17.295417532762464
394,14.058807645525249,18.527182679039335,-18.639902421318975
395,10.565955843244282,18.1894215301507,-18.116639653149967
396,8.749217987060547,18.166342595086032,-18.65793014772542
397,10.501872618993126,18.753597912652324,-18.687859794814365
398,14.4418777624766,18.06887188101768,-18.466660767482615
399,12.468412659384988,18.564499718049348,-19.038381301628707
400,12.323333815032363,17.781239085514507,-18.089729857029518
401,9.081787518092561,17.176198125445357,-18.791720334079024
402,15.486521181852922,17.14650719582664,-18.064906709646994
403,15.076089776080586,17.122451531674873,-18.951830074400245
404,9.736087550287664,18.42419338625262,-18.90823059600953
405,14.1930754001324,17.758441197963077,-18.142751995625414
406,13.632107182552943,18.252536255541198,-18.346718407240438
407,14.706898195990199,18.522903418399036,-18.0582690153658
408,12.193820884011004,17.70736381235487,-18.038709201468304
409,11.994289875030518,17.549408064858234,-18.7222506848888
410,13.849319284612484,18.02835996474452,-18.613465067533806
411,16.145714260282972,18.4129953047521,-20.114011835818452
412,9.194211558291784,17.817635199452212,-19.372347581011013
413,10.878780923238608,18.02732594052436,-18.96975990877329
414,16.83261116691257,18.04066455719162,-19.527395866004724
415,9.383194862528043,18.65947721746554,-18.63185623165976
416,13.209753894805914,19.16661158651064,-18.731447709717788
417,11.778910134055394,19.162730426822087,-19.196257554823625
418,8.253199005126959,17.713101783835796,-19.110661134694958
419,11.204558255379666,19.43464171373785,-19.021733638358445
420,7.7877757360064805,18.869889777540262,-20.061595138406545
421,11.70902763924947,19.18763673837236,-19.008450168695855
422,6.259148293353135,18.640568209584387,-19.88600979209458
423,4.922112961889994,19.59738888309499,-18.898957956770413
424,9.606729857775633,18.865534998437003,-18.707845757530453
425,12.759407498943268,20.176215331296557,-18.86409093598912
426,11.211490631103516,19.631396709810712,-18.73992207615196
427,12.278304701585036,19.550936795416735,-18.407215889803094
428,10.889790058135986,18.824627794718506,-18.442786302229734
429,9.618616169896626,19.56198030004973,-18.46594853278964
430,13.335799636840818,18.209188945695598,-18.58238083573243
431,13.479555765787758,18.91005795803498,-18.83764953234084
432,7.212764577662696,18.4245926195787,-18.19809879717537
433,8.066101725508531,18.1288060070092,-17.653704472800946
434,4.700417200724289,18.378481286738133,-18.532111189060267
435,5.990980930015695,19.223397617187985,-18.561192720905794
436,7.630626281102501,18.455033837221553,-17.33411658351273
437,7.47886844850936,19.253972836945675,-18.035604907757353
438,10.256589936047064,18.651252143996373,-17.62279826597954
439,11.865668805440265,18.642947592608014,-18.84761200759234
440,1.5251905653211821,18.029265750483844,-19.023275275752972
441,6.570586185829313,19.255248029170442,-18.989363859258436
442,7.177582181733229,18.788635681590893,-18.698566557586865
443,8.25713906969343,18.48359143730324,-18.125422086533227
444,7.2101751524826625,18.71035155657536,-18.774854069813188
445,7.510324947169565,19.009389798379576,-17.512863560480422
446,5.2992729880593,18.82324431775854,-18.08405922103817
447,4.235481385261778,18.58438889996345,-18.358886286627502
448,4.578165560352559,19.011296834426986,-17.917212986767222
449,8.470173079392012,18.23958007768415,-18.76938740596918
450,3.0928046417236317,17.075018603766896,-17.631119613990204
451,7.67024528689501,18.287497001329843,-17.641922106625323
452,5.566087308137313,18.647738656324794,-17.989712534943447
453,7.3529565984552505,19.11637202262992,-18.30137570551957
454,2.0353833712064358,16.408086379523876,-16.9642906375526
455,5.220179124311969,18.141449888119748,-17.047261170244706
456,3.43063626970563,18.567438600194485,-18.137939197419684
457,8.507138865334653,17.84469179680291,-18.111002090496434
458,6.58119956970215,18.867121783181243,-18.40171780164572
459,11.617584491598194,18.18681508747486,-18.007911644107566
460,15.476571001325333,18.112143580094752,-17.560285499849105
461,11.783126036326095,18.32870203690516,-18.073526193794347
462,11.726457288188314,18.2871303372145,-19.461073779245993
463,9.620852774762099,18.914640641346423,-18.691379900494308
464,10.768603657567226,18.563618202260866,-18.91103389058103
465,5.751429694039487,18.876718929946268,-18.96260984132947
466,14.44227617437189,19.670382019056568,-19.087759621135735
467,9.652353398940136,18.88535176435498,-19.482733357867875
468,8.049582242965698,18.76929020467111,-20.01068039089152
469,9.069801990802475,18.394275835098128,-19.045786923008457
470,7.580431187406504,17.98151404893755,-18.99856772031338
471,6.889997391473685,18.328203007820104,-18.360324890003813
472,10.760611724853518,18.896893013398,-18.10484901723506
473,11.74574701836768,18.003440980581743,-17.672892800908546
474,9.21441066966338,18.414026447593475,-18.03617205180223
475,9.515500450134283,19.47916603780757,-18.50751273049358
476,10.007531539253563,18.14864446616468,-19.233527314600558
477,17.462222346553098,19.041806730069343,-19.007831132252097
478,14.315773670489975,19.11866112247197,-20.10139599815023
479,7.922917286554977,19.74382684538327,-18.59439270959417
480,10.48348252669625,19.826745298218874,-19.029534467464487
481,9.129321340787214,19.517122166718867,-19.270324439631946
482,6.010711760747995,19.82824628846258,-18.49019134885509
483,15.712144579206196,19.74731642822509,-20.006253501081687
484,11.027027249336243,19.378528760857947,-19.48625235853329
485,10.860703050044549,19.657092333714942,-18.954705423644565
486,10.218064461984937,19.322613145780863,-19.219653320475157
487,10.442309379577637,18.607381005575135,-17.489842589524812
488,7.995374821904875,17.632897563932957,-19.06637015311781
489,9.881379226158408,19.07976530567996,-18.56224592401235
490,8.785601119995121,19.66793491663815,-18.185618104464133
491,9.20232893625895,19.164468173644483,-18.37108774212689
492,4.927582839439651,19.015468965887486,-18.905235671826397
493,9.775968919720569,19.28954743051077,-16.944316363284948
494,2.4331368973005993,18.29133343768461,-18.14543961452468
495,4.629995882511139,18.428865040614184,-18.05261213150296
496,4.7996440614972755,18.916949707998675,-19.445970908643766
497,4.935469357472542,19.358050946344715,-18.419119880459608
498,8.828407895737797,18.388964535397736,-18.827954802396476
499,9.18000602722168,18.30814856792057,-18.47986419225292
500,7.151817460493604,19.450496077457924,-18.216689372348007
501,7.5399975703312805,19.77118946146983,-17.581168981365828
502,9.657894887422259,18.476878075505486,-19.4666288639728
503,10.574242331764921,18.564120539614375,-18.5391932552381
504,8.625880577984972,19.218522558649735,-18.577949740031563
505,5.6975341692362775,19.685778317897885,-19.152543330744635
506,8.886519888172984,18.581211608744717,-18.406429477864826
507,8.19773303337817,19.119573306081683,-18.3470622134825
508,12.929023443483835,18.300436952802862,-18.64179550890038
509,13.812240088163918,18.772359791013823,-18.725460043090088
510,10.06600311279297,19.361111498073967,-18.32811175603768
511,17.1102277179097,18.094467131620558,-17.209026314730863
512,10.09898176031598,18.66891600698564,-18.247416683105296
513,7.308282375335693,17.263126236297364,-18.79505481602989
514,11.666252136230469,18.288864580860032,-17.70562919407688
