frames_z,average_z,average_P_down,average_P_up
1092,9.136272954005818,19.73938141621611,-18.406392447092813
1093,8.629594841781923,19.256363339152333,-18.3072462219255
1094,11.237290075269797,20.269010648005473,-19.294329177873514
1095,9.66053301947457,19.187621336645496,-18.718454310387564
1096,13.484546522660693,19.08546870540799,-20.167311082188544
1097,16.166275473201978,20.88988987194806,-18.631031559459462
1098,13.949814407913777,18.715745613233175,-19.17863615798577
1099,10.198717850905197,20.558134916734886,-18.959829797635752
1100,12.619685590267181,19.165615394683076,-19.207830422737686
1101,9.920701746355022,19.533239725660533,-19.864253067172164
1102,13.415975883825496,19.65763562622159,-18.941786501131247
1103,10.388843204664141,19.43314838237504,-19.608951954410617
1104,9.633393687586633,19.096988406984803,-20.227161004628687
1105,9.716434115455257,19.397436296676872,-19.865934011911456
1106,12.213336339072569,18.932663055253013,-19.628541677417495
1107,11.10954452283454,19.036367664291745,-18.141599501473454
1108,7.859648118939319,19.493430253875022,-18.206050489414615
1109,11.566414790367006,20.449274735530555,-17.8453392530592
1110,13.961924332838791,19.73469269775288,-18.81590843382641
1111,12.2650878638552,19.26231978643614,-19.304113030256254
1112,12.690003854257085,19.321509113037223,-17.699408324039602
1113,11.67383448282878,19.5097884829505,-18.226014253863315
1114,9.953886102747035,19.668684277737043,-19.707535796992016
1115,12.275612212063976,19.76334030792264,-20.117087738452643
1116,12.656520511793047,20.156686729954195,-19.691085382256517
1117,11.655003356933591,18.793310953807374,-18.049243372710443
1118,8.890225323763758,19.215266713733243,-17.74952873284273
1119,9.775794372558593,18.961988267479953,-18.7124345345355
1120,7.248137008312142,19.063674235664035,-17.929859427884118
1121,6.7013509718038335,19.44199201182444,-18.594765763590203
1122,12.275440879490063,18.953655477418973,-19.391477628508646
1123,12.892977946513412,19.09456091745029,-17.9528850194743
1124,11.909199600219722,18.62282024988545,-19.77949678031751
1125,11.854578761731162,18.817413879653646,-18.805782554440405
1126,9.007801361083978,18.32187013597002,-18.81520744287484
1127,11.805716650826596,18.595444420203048,-19.160544473784896
1128,7.53907528630009,18.550279250691702,-18.3955160531496
1129,13.633694690206774,19.067177037471325,-18.114015715631062
1130,13.296394785896673,18.77844972860818,-18.064257084750846
1131,4.465937077999115,18.292578201097516,-18.468357927827302
1132,12.813171758884337,19.036650798843425,-18.551961592102213
1133,4.338397827148441,19.039098703617235,-17.568204861157614
1134,10.785539558955605,18.57922942646564,-19.26632238695675
1135,12.09044931895697,19.1109656429153,-17.98307887999187
1136,11.089057994338702,18.408999079691807,-17.185782209489194
1137,14.20666715833876,18.213875705181888,-17.86552501837685
1138,11.420157417418466,19.137353060702836,-17.47452483073517
1139,13.997926819999265,18.84064085751852,-19.87150454162808
1140,13.098726800147524,19.32599735079079,-18.785070720793346
1141,10.46042013168335,19.238855373462886,-20.270004298871036
1142,12.266382217407227,19.704544706548788,-19.34177211560774
1143,20.94350166320801,18.85374928114444,-17.24498260298889
1144,14.119076128359197,19.406370867446388,-18.73367782984252
1145,15.13595148034998,19.456788899631192,-19.63993213942224
1146,13.172498989105222,20.238591603521584,-19.852781705792996
1147,15.243004226684569,19.589125176714493,-19.07143865121665
1148,17.997855958484465,19.376540655437115,-18.908197926379604
1149,12.965741899278427,19.05020402786761,-20.726514873881438
1150,13.495620727539062,19.49969916043353,-20.333713573726566
1151,8.172382415287075,19.244689765369298,-19.95560277597976
1152,12.55014795415542,17.628408329530373,-19.5731377853862
1153,13.531725587515993,19.633971837776347,-20.17342969853693
1154,11.758652687072754,20.000364359445083,-20.085674537908154
1155,10.526439214156852,18.621827833232313,-19.767166007200895
1156,13.99915191975046,19.52582090727911,-20.36500554756111
1157,11.978890991210932,19.588280640145285,-20.320717661327908
1158,20.12277465396457,18.576982024000117,-19.847902356305337
1159,18.654669443766274,18.320325993362545,-19.05305633520887
1160,13.2759994506836,18.44290317955645,-19.71811548138494
1161,18.846224890814888,19.6501593964109,-18.91889767898302
1162,18.24000082210619,19.11541759306706,-19.382930057137713
1163,18.624549085443668,18.2748346587158,-18.837824076481233
1164,14.096079284069589,17.58799171246582,-19.026743553207076
1165,16.84113527693838,18.509597137172463,-20.116539850673462
1166,14.387178665552383,18.8859058470287,-20.5327619468399
1167,12.731403484679106,18.32272147700694,-19.373395278047653
1168,7.186818729747429,18.683275230338538,-20.105840822158182
1169,12.76357650756836,19.21611695482376,-19.418153841124187
1170,16.1763377305938,17.743947720150413,-19.530184328835283
1171,5.6240693431789595,18.678050062637702,-18.385617127649773
1172,14.874998092651367,18.819746141476656,-19.763102141972105
1173,9.960322718466486,17.693243180554727,-20.10241868619433
1174,6.797267740423024,18.45124001210014,-20.5348746944438
1175,13.256999740600591,18.243587582814367,-20.00931202679999
1176,13.253952729074584,19.64613176161264,-20.446387861689903
1177,12.13500266604953,19.61124942520148,-18.975801495779525
1178,13.986957550048828,19.09711141313512,-21.178672255646756
1179,12.601898193359375,19.17499781446175,-19.389561501107107
1180,10.124038916367752,17.9363002881863,-19.436411834197294
1181,9.80063823943442,18.352096221342066,-19.822817294411784
1182,13.197497622172037,18.729211596424808,-20.203917304490197
1183,6.6749325604506,19.05305068300238,-19.85294705831244
1184,9.238690735863855,19.569952247093614,-19.088749409163547
1185,10.652624856858026,17.70692317235461,-18.824875924900034
1186,12.83886949071345,17.563820827580937,-20.105180065645897
1187,12.641033041066137,18.019341224748235,-18.694542797683408
1188,17.516038497289024,18.09828858623874,-18.91125588485375
1189,12.563390911750076,17.9933707667351,-19.590487523663846
1190,19.12840661135587,18.442595694922414,-19.42092839103511
1191,11.70276487634537,19.507776281739602,-19.49366352200331
1192,12.106553702518852,17.957240056990205,-20.463838087623106
1193,12.70396240552266,18.109995798571735,-19.697408845500753
1194,9.272901452105984,18.516050872508146,-19.19456381662697
1195,13.132670338948571,17.049827426815288,-19.407523636291067
1196,9.737122052336389,18.5620320604704,-19.649034974109988
1197,17.23571146750937,18.62465600116388,-20.00479027704464
1198,17.821611472538542,18.548319381595388,-19.307869620386704
1199,12.189843773841858,17.439481083152703,-18.768874716369485
1200,12.364159099872296,19.532324103790234,-19.665075993821738
1201,10.779544483531609,18.633056910160803,-19.367023670028537
1202,15.347543950666463,18.04415871835962,-20.162064919319135
1203,17.8419272349431,18.567084650228153,-19.29370156989049
1204,14.380640241834854,19.74979120974032,-20.596913043989865
1205,19.291966157801014,17.691408386236933,-19.39497039978567
1206,14.979655693317284,18.820975659138494,-20.50241078494751
1207,18.535684672268957,18.791965335370204,-18.773008942877087
1208,15.136002604166663,18.75951520747735,-19.86353054980927
1209,18.05000130074923,20.048070246178863,-20.20968954511779
1210,15.490832837422687,18.35628527714131,-19.918521149515662
1211,21.765107337464677,18.25941098565639,-19.665609222932098
1212,14.503044957699984,18.458497428079074,-18.87654446485751
1213,17.697354082791307,19.02994659690866,-19.398043815615733
1214,14.93355154222057,19.451343369532324,-19.81393131233469
1215,14.953860098855543,18.936030602796155,-19.5421783273118
1216,15.788081756004914,18.670541956993535,-19.830459520620487
1217,17.584183981252274,18.794090342997848,-19.942722114752296
1218,15.14483248392741,19.193683956598804,-18.647285266093007
1219,10.920004056847617,19.097845970330113,-19.185897279352258
1220,17.846003150939943,18.710555050021544,-18.750310700652317
1221,10.81529123642865,19.491626095621935,-18.64246905121663
1222,17.0508024597168,19.152884138209835,-19.724693109033684
1223,13.541719709123882,19.14090973186757,-20.08658732958087
1224,14.410000681877136,18.31142643480673,-19.39723427246277
1225,13.409340413411456,19.148832510538252,-19.51350956571215
1226,19.91192604945256,18.761340265181424,-18.604228078116634
1227,12.515214045842484,18.509533239564988,-19.309696129200454
1228,15.367719884504353,19.318967134914327,-18.861288400268357
1229,19.9748992171942,18.691216640197045,-19.796375314369833
1230,15.142321654728484,18.695268014627256,-20.102979586871932
1231,12.018822389490467,18.36056729118695,-20.479176373098255
1232,17.07177895439996,19.485609196884425,-19.285484214329635
1233,15.99799942016601,19.64294603447739,-20.296744574244645
1234,13.054904264562268,18.74364546246008,-20.270783448390247
1235,16.260664028591577,18.9576095473857,-20.352175773874965
1236,16.133333841959633,19.478421186060576,-20.233013908812843
1237,15.212974445239915,18.91387651354505,-18.034331497848942
1238,14.494747734069826,19.29596543406436,-19.746707001239688
1239,19.210651148920476,18.941048025625438,-19.459496300225634
1240,11.191997973124188,19.350574650832723,-18.53023053398885
1241,14.072343707084656,19.20216603032425,-20.03583303257859
1242,14.123332678102976,19.08250399216347,-20.196782488573376
1243,14.10700537363688,18.566542061355175,-18.476626089414445
1244,14.804490069953765,19.572098155251282,-18.775410162568953
1245,15.969318563287906,18.95431626162244,-18.994520943099783
1246,11.154079748659719,18.714473665093916,-18.43396582605599
1247,15.552887182969314,19.842609593636887,-19.072729919645514
1248,7.047087563408752,18.262152107918254,-18.675618838014294
1249,12.623751587337921,19.65842435627612,-18.83106928362605
1250,11.575688460777549,19.891209128570928,-18.87527141016517
1251,9.903278219288794,20.47101360515951,-19.495531832000786
1252,9.700572103824257,20.651953796139484,-19.012469964117003
1253,16.62156319618225,20.06726149313184,-19.597750066985405
1254,8.590207002600849,20.317018771080505,-19.475350078034193
1255,12.873080400320198,19.764565237531066,-18.86503862561566
1256,13.774179978804156,20.308023502202797,-20.04138144044116
1257,12.599634760076349,19.2937330752867,-18.36841170168812
1258,11.091313846775748,20.135195139109523,-18.5132016178123
1259,11.318974999820483,19.68339471076322,-19.40387405712186
1260,6.1913681897250115,19.905012161316453,-18.90163090461134
1261,15.571737869926118,20.935583998976583,-19.657956662030664
1262,9.06017421853953,20.28973207899008,-19.493721626516123
1263,6.763843683096084,19.874372745074744,-19.47608165866158
1264,13.6582812666893,20.563571113592467,-18.841051133362022
1265,11.593075898977432,20.68004276992301,-18.312409240620404
1266,13.433091389049181,20.376156190655593,-19.04977543685495
1267,9.997333590189612,19.657571312791443,-20.65224715825844
1268,12.202101791114131,20.126147288781922,-20.17392714313642
1269,10.785292008343859,20.09032148413821,-18.87173010381196
1270,12.501768972359457,19.367359629400347,-20.224484398169594
1271,10.997581974152595,20.08290778831216,-19.294047751605092
1272,10.911505254109699,20.0173849420417,-19.83674579508386
1273,11.082642926110168,20.830571364726215,-19.733530388773158
1274,9.194101469857358,21.174608768027227,-20.52744602165844
1275,5.73524481351258,21.31544663437796,-19.934853828853033
1276,14.136044422785446,20.708280327818205,-20.377804283824094
1277,10.057189874481736,20.509875093037145,-19.35661423818914
1278,10.762861161004935,20.56834969922319,-20.763144486954577
1279,14.233672198127294,20.194233944470703,-20.601714741353156
1280,10.866782529013491,18.372065824542553,-20.663824227845197
1281,12.683844859783463,19.717674544985382,-20.857231244301012
1282,11.831031010068699,19.589868069446638,-19.9731239859994
1283,11.504819461277549,19.308425674050394,-20.528655697822096
1284,7.565004043579108,20.45564548739299,-19.273287126474894
1285,10.448332786560059,20.098956572775588,-21.279033402693614
1286,10.66939819335937,19.06044738851599,-20.17274515435161
1287,9.150448354085285,20.198047728420246,-20.147205817074187
1288,10.177450464126906,19.42639261018684,-19.330700571740284
1289,9.074905769497747,17.975327342297675,-18.814869178134494
1290,5.375384501921829,18.405094521898505,-19.037451834775418
1291,7.61372983253608,18.636006529341277,-19.347880033348723
1292,10.876138385973476,18.40702386361157,-20.12218322958267
1293,9.852535418610074,19.673461594682355,-19.493364786560203
1294,8.598887337578674,18.94283089081927,-20.28842333206511
1295,11.382541074591174,19.451605747868747,-19.73099737188472
1296,8.423796844482425,20.368775177521055,-19.494881038107536
1297,8.134361374546103,19.892925167362154,-20.06338199431866
1298,12.26436483209784,18.861295193923468,-18.17607341676935
1299,11.861358577922246,19.09479646510778,-19.726820326545273
1300,12.856616132399608,20.621682935857685,-21.377860645880286
1301,11.679828578028179,20.861103241492195,-18.648256934298292
1302,7.471262757207313,20.97346567680481,-19.286362905946085
1303,9.84449414239414,19.222485831898144,-19.639134666735103
1304,11.282426256122008,19.29138634136755,-17.99522084495402
1305,8.394830046028929,19.03720670304708,-18.871086640697257
1306,5.489651127865443,19.894127995074143,-18.070485841798398
1307,10.419163147608444,19.179031415596228,-18.37510310421748
1308,10.380408617914938,20.17295171684302,-19.256490262787747
1309,10.692055477815515,19.915298755564503,-18.935839715832977
1310,5.7759017318975765,20.807416627999682,-18.94030842996697
1311,14.114468233925955,19.078549751603934,-19.140688446543816
1312,19.022726301713426,19.298069090495133,-19.198438121797427
1313,8.87671371004474,19.04648112458979,-19.490563108156522
1314,15.056313966449935,19.509509976088236,-19.16377212343226
1315,11.804717636108393,19.0685940268701,-18.660627260925228
1316,12.560397599872786,19.207926743319206,-18.460915994682978
1317,7.720657473704847,18.776406324485297,-19.30376585613967
1318,10.182298866478178,19.507147671973783,-18.92692631856164
1319,4.98327242094895,18.784278238003935,-18.01294868577154
1320,6.232606809433193,18.72555668923229,-18.455914366932838
1321,9.19183813730875,20.09273595521129,-18.27025134385697
1322,16.252949934739334,20.552130463873496,-18.490845410471497
1323,10.90584266959847,20.23220977482872,-18.784685955685013
1324,7.494644709995811,19.683524512310093,-18.64379831068218
1325,11.516938190070945,19.220207377371263,-18.257080308430215
1326,13.189613048846908,20.539019875523284,-18.78373800766361
1327,9.560146387885595,20.96840111340404,-19.049541369858197
1328,13.736233132784484,19.65479150923785,-19.238894331983317
1329,8.01499828925499,20.06920342997957,-18.93763863483023
1330,15.931401236015454,20.10249648923224,-20.09776772419564
1331,16.832678999219624,19.511473353754173,-18.104745301330098
1332,10.893381682919781,20.734372000113027,-19.021764723201663
1333,12.992337734141245,19.273974512789973,-18.133113759285173
1334,12.415133451804138,19.651897885794007,-18.61968976622186
1335,10.39136865694229,19.00904855244171,-18.59933077386222
1336,12.475846510667068,18.604716198409132,-19.21619196571711
1337,10.362641748392363,19.08804003434641,-19.427342934379674
1338,9.563428333827432,19.11623542519844,-19.02021216405221
1339,10.965194702148438,19.35050607654861,-19.157751462873712
1340,12.10033079783122,17.487843149205432,-19.04389494318684
1341,8.936939161650983,20.233505608600936,-19.149658401431168
1342,11.400356973920552,18.232089042332827,-19.043387644173315
1343,7.059354659049745,18.396637431623535,-19.541509168791855
1344,15.621592756630719,18.768136844741,-18.69745290572751
1345,11.983448357417664,19.57807168100373,-18.37051802338639
1346,11.284873962402344,19.73449276019863,-19.406400622099216
1347,10.793771550275281,19.15435362664033,-18.179289929413397
1348,11.185938894748688,19.05745642711232,-18.553821335517046
1349,12.519039300771858,20.140625692800423,-18.780644384290547
1350,10.822465808574975,19.75453578836865,-17.984071840758702
1351,11.534000167846685,20.37329426039786,-18.21278092411806
1352,9.363336753845218,18.490278505297354,-18.868520268445746
1353,10.671848121056186,20.237549223236933,-18.871614217004502
1354,8.037999420166017,18.80328350152652,-17.88781194086253
1355,6.779303433602323,19.565007851762772,-18.698403469508246
1356,8.919245691010445,19.532458947136686,-17.63332980541086
1357,11.277165412902832,18.123251412967637,-18.462268011477715
1358,9.0652642501028,19.608132794796468,-18.290370492203813
1359,11.626402359008793,18.742908234016365,-17.40435961337247
1360,9.190203530447818,19.614469912563276,-19.82741232987149
1361,12.466492435388403,19.203376425089605,-18.654517994580054
1362,7.722704887390137,18.848067986984876,-19.149350122195365
1363,8.186555138949686,19.710393833381456,-19.20660688310317
1364,10.21101347066589,20.060067909280647,-19.25556554954246
1365,10.69852334481699,19.514416990720147,-19.87303496101628
1366,7.2789064580744025,18.89192087516235,-19.759379164144136
1367,7.854998623883276,19.269557469530163,-18.696199685704624
1368,3.1619190069345393,19.502698936697392,-18.726720836019553
1369,6.320000807444259,19.177034301128074,-19.604094378724874
1370,9.122745944607644,19.157187375768707,-18.56886244064196
1371,9.409830642958823,20.44976009351025,-19.396873898082344
1372,7.918463046734146,20.12869638222153,-19.642644925894082
1373,8.83719200000428,20.550864546994372,-19.658364881907993
1374,9.432460316440512,19.527114454630063,-20.410165207294675
1375,10.362680639539448,19.60008233365642,-18.570523796437396
1376,10.327551004837972,19.057602805917675,-18.421694900475607
1377,9.08410515104022,19.246554822160196,-19.128107625688664
1378,11.023808343069888,18.46842195403065,-19.536227906533675
1379,7.755619316770321,18.976542635656998,-18.651312120615493
1380,10.455372916327576,19.929270444213326,-19.547348290882205
1381,9.954999850346496,19.87889517623208,-19.71012736968272
1382,10.690681651487182,18.772746627913264,-18.43112551402347
1383,12.657693188007059,19.50886910127539,-18.99467249213472
1384,11.201066849079538,17.854752670083744,-18.747321859615028
1385,7.7531678517659515,19.46476413470749,-19.08962336615742
1386,14.017145818593548,17.977018443066726,-19.16142249483209
1387,13.267604910809062,17.083597123460116,-18.24749693693476
1388,11.090797195434568,18.80823900758163,-17.82790745967269
1389,13.784035535959099,17.14799091375455,-18.671097312416805
1390,12.24293537797599,17.97445589109843,-18.178794905459444
1391,12.81681331689807,17.966060777424858,-18.45922124295592
1392,14.10955332286322,17.9666557128572,-18.020004378256534
1393,14.693729142011222,18.919937330867672,-18.748674205396533
1394,9.890717860630573,19.589195464515218,-18.75256717178585
1395,11.555666859944665,19.5709640791034,-20.611882072265068
1396,11.745695167117645,19.249866564226593,-20.6310909362349
1397,9.595176828318628,17.96823098214516,-19.87092330496295
1398,9.42765760421753,18.13414501749214,-20.10162064169642
1399,11.006807367852389,20.129239279405695,-19.525165117318306
1400,7.74163330432981,20.08069096399605,-20.295741633195064
1401,9.369383442158608,19.905929750131055,-20.550455348983736
1402,5.568730995871803,19.39284575298185,-18.713387140613712
1403,9.251617923859627,20.146636593915886,-19.96335419086736
1404,8.001892221385035,18.794511368749887,-20.354321542088925
1405,11.405574035644534,18.524806310854036,-18.874699702702195
1406,10.238421858402717,19.063910330659805,-18.625154930278846
1407,8.259267217462707,17.71654122973805,-20.20180397704778
1408,11.495155096054077,19.87249354898864,-19.335660533324578
1409,13.207395324707036,20.09692160072444,-19.059758570766558
1410,8.492174646128774,19.374202820080004,-20.313724782224057
1411,10.87381362915039,18.33912894549849,-19.399729194662516
1412,9.581382093758421,18.90826053179089,-19.05379628927138
1413,7.875604860710382,19.18453411457637,-20.155948523082746
1414,10.962036486025212,17.847104665339952,-19.217509057081468
1415,9.998425801595047,18.874917697761074,-20.137300510086295
1416,11.024628250687215,18.591587645681305,-19.586627817687912
1417,10.161291183963897,19.221276110682105,-19.431341143824916
1418,8.050187991215637,18.641966139080182,-19.715552416353354
1419,7.734066724777222,18.94061568587487,-20.048792636317174
1420,5.07736090894015,19.458418057125986,-19.799454297137107
1421,4.142041186897117,19.55762194224651,-20.0672144938671
1422,5.488725702813326,17.817837906184774,-20.243190586180646
1423,7.549437885553061,18.738946550623584,-19.61581631366703
1424,6.195334434509277,18.873338123644018,-18.952005717158904
1425,6.870650332906976,17.988371369715576,-20.486280297089717
1426,7.462584265347189,17.982170282427568,-19.671808759286318
1427,9.162773191011865,18.716396514529936,-19.192105378988565
1428,8.379250724360631,19.265589319366505,-19.559653228379783
1429,9.493928228105815,18.433830882509522,-19.149790315829005
1430,8.625398545038138,18.930511654822165,-19.125886536868798
1431,4.270768899184006,19.58554780520802,-21.06963359485341
1432,7.224376837412521,19.148672938523852,-20.793118772024833
1433,9.077357813997082,18.178916375124047,-20.162493138010923
1434,11.621795272827143,17.346074821979595,-18.863338656182364
1435,11.131600799560545,17.66659968135897,-19.966048989408485
1436,7.03637761655061,17.302080220805056,-20.023724200574136
1437,8.159998876398262,18.757707431341682,-18.90922600860676
1438,14.637253475189212,19.071792450672387,-19.645603429573107
1439,8.509621242307261,17.852846163739844,-19.7606325059772
1440,9.940386992234451,18.224690110226035,-19.96527463049216
1441,8.276811072166936,17.93219141059595,-19.27846893222654
1442,11.723332450503392,19.92266218806187,-19.16166983181186
1443,9.820851427443486,18.029666780786286,-20.957466040159126
1444,6.565253067016599,18.412939550795386,-20.485300953634056
1445,8.581016982811079,18.86688511683389,-20.15320357194462
1446,7.874031351573436,19.44482657864986,-19.690974098599515
1447,8.800887976752392,18.988578761273143,-19.952966942367574
1448,11.085713659014019,17.809511117159904,-19.023126647023684
1449,8.15898077828544,18.934016974056796,-19.68884116789738
1450,13.380872809368633,19.54444002181202,-20.14691357202581
1451,10.74460195240222,19.67007192009211,-19.78288692409374
1452,13.005623817443848,19.06386277549902,-19.089416443586206
1453,6.773271267230697,19.067860804255567,-19.522677846833368
1454,6.938510894775391,19.042556500863615,-18.37130821237894
1455,6.377583536608469,18.329105547201763,-18.90927895551513
1456,9.779473053781615,19.14325318938248,-19.804460988462232
1457,8.532882170243695,19.50130808849404,-19.91826708498488
1458,5.553855024065285,19.206730202132846,-18.601097727058796
1459,6.181911244111902,19.32764345634697,-19.89968033625744
1460,9.145193393413834,18.87621246991563,-18.795748604362235
1461,14.562630435876677,19.249371011763,-19.382495141335408
1462,10.403049339682369,18.136517744034187,-19.797018773338202
1463,15.880190363470113,17.491082831603123,-19.222940506503928
1464,11.48792543082402,18.530310389145498,-19.778883638655564
1465,10.787178626427284,18.671392766495302,-18.903444581632023
1466,8.093279938199629,17.56564841401163,-19.08192341641891
1467,8.734584967295334,18.660317073089665,-19.0519103587869
1468,12.20465882183754,18.6762015551446,-18.13917614735097
1469,6.690313279628754,17.837995005806214,-19.424668943381647
1470,8.260847317970402,19.08944376241354,-18.78585770747999
1471,4.495654230532438,18.264196720244083,-19.206548531506865
1472,7.841480880487154,17.65638214608405,-19.29731966631981
1473,7.0286878786589,18.24838717728629,-19.350618879557743
1474,9.196040550867721,16.83226267042955,-18.579134922608244
1475,8.931470151807446,18.936619785624845,-19.401556824974968
1476,8.119389203129984,17.039754436087584,-18.573775040371988
1477,7.308859565041288,17.664900967968798,-19.74278350630248
1478,1.8051004596784992,18.77766498730276,-19.097244093565617
1479,4.917374661094257,18.452868478203037,-19.39911168897895
1480,9.195415019989014,19.234888715130413,-19.705978967103015
1481,10.11822417474562,18.875549777225885,-20.335372386879914
1482,12.634731015292076,17.902921738410495,-19.637582651448316
1483,8.881548585562868,19.60676372091621,-19.784137274974874
1484,8.60769513937143,18.790968597036606,-19.811027008182766
1485,8.573281772801138,20.603108988842997,-19.630354125980528
1486,8.52860197910043,18.68913243150106,-19.03281416947727
1487,8.539568196172297,19.06719223199508,-20.235283171046458
1488,9.580767851609451,18.56573258046671,-18.94762248541001
1489,8.540760184234045,19.056601729509367,-19.65836242664557
1490,7.205787357531094,18.47768536208967,-19.99430601346104
1491,11.372927172430636,18.947628178555124,-20.14642232941872
1492,9.544238639600351,17.981921599536065,-19.528982533737253
1493,10.822499888283872,18.030011903882553,-19.54990963370232
1494,8.003393726964148,19.098964355560327,-19.885670411541177
1495,6.947572980608257,19.933931675595126,-19.366740397989204
1496,9.101920054509094,19.34455578932998,-19.339876064252127
1497,10.634819666544601,19.44636382637527,-20.436750371205488
1498,10.092653512954712,19.41070988746052,-18.885266556815377
1499,13.45178036159939,19.030183053624558,-20.01234302920364
1500,12.310692151387528,18.49702207425328,-19.24570922389693
1501,13.692800353555114,18.193080584224564,-20.240988473103243
1502,8.77444443879304,19.166627114212027,-20.241584283683604
1503,8.80272449146618,19.022360181115253,-19.817476993143305
1504,13.886533472273086,19.168356413302522,-19.326131410907987
1505,12.175145710215844,18.69680551076118,-20.356663568202823
1506,16.216215649166628,18.681095164783116,-19.32443306779151
1507,10.075501378377282,19.887943999914427,-19.76324518102833
1508,11.690408823441487,19.773767999191875,-20.153136880048613
1509,12.176557009337373,18.389881227882427,-19.976299672165936
1510,15.659256038381088,18.473730651963177,-19.420194352844547
1511,11.729997837797129,18.279478823634832,-19.350000159023743
1512,6.410001414162778,18.80375128225926,-19.48358901996412
1513,13.164668083190918,18.743792386704033,-19.482129170918387
1514,9.72904073275052,16.99000964888455,-19.724138114365502
1515,11.619047679598367,18.482666063885702,-19.515720845635734
1516,12.123602040608723,17.25965320452623,-19.926426296956457
1517,6.408159372757893,17.98637800255303,-19.352639502946904
1518,8.003336509068802,17.467038082736238,-18.547363055913763
1519,14.994003530649039,17.7617188531015,-18.39950389879099
1520,12.552153543325574,18.387930181211882,-18.970207197423633
1521,14.77131462097168,17.73242648914925,-18.913996251292666
1522,12.350652197132938,17.889400215260373,-18.961233158072545
1523,12.140229424764946,19.044644791280373,-19.626785115024166
1524,14.723075353182281,18.601426157394457,-18.801509839500596
1525,8.355796924535781,18.479011863877883,-19.815382673705347
1526,7.002584917791964,18.83717238326219,-19.367688854276214
1527,10.971155691837922,18.35019562515834,-19.418685688346
1528,8.698543826016518,17.074421300228156,-18.786323961062685
1529,9.532431576703047,17.605174104913022,-17.895670314663523
1530,9.788937597563773,17.758986033214576,-18.096550529082442
1531,9.136664820652385,17.871458328912436,-19.40012235765937
1532,6.6206612336008135,18.035127900357825,-20.09577453192437
1533,7.3273323059082,18.587289480023934,-19.12539588642713
1534,7.836156874436597,18.53867913309092,-19.49668425596522
1535,7.96936961582729,18.97232651836787,-19.503248351976996
1536,3.2009408339014556,18.362094565270876,-20.242386837400684
1537,5.254647859385315,19.31559566892648,-19.301862620278577
1538,4.513599192301427,18.11051606404452,-19.592127026087326
1539,5.116393089294434,18.76162611011969,-19.61005036638129
1540,8.708077835710085,17.946428390341733,-18.960310733456794
1541,7.98465353867104,19.7963163332039,-20.506366919100635
1542,10.164227284176249,19.718672600912484,-20.62325061665326
1543,10.016607488904683,18.278719370115013,-19.785197610822912
1544,8.673279621562017,18.76118373825593,-20.345319949441972
1545,8.240912558815694,19.24997582463715,-20.351276056659657
1546,12.715638108686967,18.777242994461076,-19.812696683122784
1547,8.255351931549782,19.03571842240478,-19.511152424378448
1548,7.511694827322231,20.2305706855834,-20.267198108177404
1549,10.69393539428711,19.13094117527871,-19.741445027369842
1550,10.382436801225708,19.287264365113227,-18.995912337660023
1551,8.392070258535995,18.93259799331201,-19.790867005237505
1552,11.059839157831107,18.736398774139943,-19.10863983519967
1553,8.413435409318154,18.482102011863596,-19.120494170125983
1554,8.844687700271606,18.920377706719975,-19.704964441739907
1555,7.965830273098419,18.69455063502113,-19.539016757459155
1556,12.46918218643939,19.348271792211346,-18.47153820426421
1557,10.920865706455558,20.02225177097071,-18.557786727762085
1558,15.79714350797692,19.68578181956242,-19.41090559646564
1559,12.316667203549983,19.329758967382816,-19.12393551092266
1560,9.021002905709409,19.688996644913075,-20.08803216910163
1561,9.357574116099968,19.446406155306367,-19.62921478570754
1562,10.133914892224297,19.476075928919816,-18.281455938602782
1563,9.179037680992707,18.861300133132577,-18.640392935586537
1564,13.057344242018097,17.908596536429283,-19.397059896462096
1565,11.19828087091446,19.206036770479788,-19.620933180759586
1566,11.578452077405203,18.13420459873097,-19.14830223042686
1567,12.987186789512634,17.908079087897274,-18.839662140515248
1568,14.12183634440104,18.41266923722243,-19.143579387683534
1569,7.665420853948021,19.140846312265232,-19.39773149172411
1570,9.090876395242262,18.88036513926031,-19.257466835307895
1571,10.485430908203128,20.042048940254126,-19.146622659152918
1572,9.85323642281925,18.88610282135818,-18.905451803912893
1573,13.598253643701945,18.905946941240664,-20.10700165232128
1574,11.286393275026413,18.40464776060404,-18.18184435207802
1575,9.726424898420063,19.38119978761824,-18.81569619789391
1576,6.101941320631241,19.410432849216367,-18.540029348311748
1577,9.127256885651619,19.927617158148074,-18.80979601132039
1578,12.425273409756748,18.667002379402582,-18.37103196876328
1579,8.623470204671221,19.013247293919196,-18.6902580221245
1580,9.051880490952641,19.227488186344864,-17.719052943993823
1581,7.575457544037789,18.957560258528193,-19.093199984753632
1582,7.948133500955876,20.48851556784862,-19.017839531660055
1583,11.292502675737651,19.709224539267026,-17.73356002927527
1584,8.810676122115837,18.54754939926793,-19.278979443170062
1585,11.110655487560834,19.753018814027836,-19.66217108373954
1586,11.999460740522906,19.313885804016067,-19.4847667024414
1587,14.653560553656682,19.16521215359509,-20.08097264001414
1588,12.453727916135627,18.799423033099416,-18.824427517932847
1589,11.69717025756836,19.460066378850005,-18.492850210510586
1590,16.40038927863626,19.696916327581786,-19.5110675762781
